name_with_owner,stargazer_count,created_at,repository_age_days,merged_pull_requests,release_count,pushed_at,days_since_last_update,primary_language,total_issues,closed_issues,closed_issues_ratio
wasabeef/awesome-android-ui,57217,2014-12-24T01:45:03Z,4253,91,0,2026-06-05T05:39:52Z,72,Não informado,117,95,0.811965811965812
crewAIInc/crewAI,57137,2023-10-27T03:26:59Z,1024,2112,230,2026-08-16T05:11:39Z,0,Python,2122,2014,0.9491046182846371
Textualize/rich,57072,2019-11-10T15:28:09Z,2470,869,177,2026-06-23T03:10:19Z,54,Python,1524,1289,0.8458005249343832
appwrite/appwrite,57014,2019-04-08T16:36:25Z,2686,5221,132,2026-08-16T03:44:52Z,0,TypeScript,4465,3950,0.8846584546472565
FuelLabs/fuel-core,56909,2020-08-27T21:12:14Z,2179,1657,130,2026-08-16T00:14:10Z,0,Rust,1161,999,0.8604651162790697
soimort/you-get,56872,2012-08-20T15:53:36Z,5108,582,123,2026-07-25T08:02:33Z,22,Python,0,0,
ageitgey/face_recognition,56656,2017-03-03T21:52:39Z,3452,95,2,2026-06-25T11:12:50Z,52,Python,1379,604,0.4379985496736766
remix-run/react-router,56550,2014-05-16T22:22:51Z,4474,3636,343,2026-08-07T20:04:31Z,9,TypeScript,8390,8290,0.9880810488676997
golang-standards/project-layout,56454,2017-09-09T16:33:26Z,3262,98,0,2026-04-28T17:18:05Z,110,Makefile,116,44,0.3793103448275862
BerriAI/litellm,56433,2023-07-27T00:09:52Z,1116,14305,1000,2026-08-16T03:56:07Z,0,Python,12101,10455,0.8639781836211883
remotion-dev/remotion,56426,2020-06-23T19:49:10Z,2244,6026,671,2026-08-14T17:36:28Z,2,TypeScript,3671,3481,0.9482429855625171
Zie619/n8n-workflows,56063,2025-05-14T08:43:59Z,458,34,1,2026-06-24T14:16:03Z,53,Python,105,80,0.7619047619047619
makeplane/plane,56001,2022-11-19T12:55:01Z,1365,6446,62,2026-08-13T11:39:46Z,3,TypeScript,1903,1116,0.5864424592748292
laurent22/joplin,55962,2017-01-16T21:49:41Z,3498,5961,416,2026-08-16T01:25:34Z,0,TypeScript,8228,7602,0.9239183276616432
gatsbyjs/gatsby,55942,2015-05-21T22:43:05Z,4104,18303,158,2026-08-15T00:01:50Z,1,JavaScript,14127,13910,0.9846393431018616
jellyfin/jellyfin,55817,2018-12-09T06:36:45Z,2806,5616,112,2026-08-16T04:22:58Z,0,C#,8679,8305,0.9569074778200254
azl397985856/leetcode,55763,2018-03-30T09:13:51Z,3060,257,40,2025-07-16T09:42:17Z,396,JavaScript,257,248,0.9649805447470817
Raphire/Win11Debloat,55543,2020-10-27T22:26:59Z,2118,128,37,2026-08-15T15:59:31Z,1,PowerShell,388,356,0.9175257731958762
firstcontributions/first-contributions,55498,2016-09-20T14:35:09Z,3616,103110,0,2026-08-16T05:03:28Z,0,Não informado,1501,1483,0.9880079946702198
typst/typst,55477,2019-09-24T21:41:56Z,2517,2491,30,2026-08-14T13:10:34Z,2,Rust,4487,3279,0.730777802540673
FlowiseAI/Flowise,55375,2023-03-31T12:23:09Z,1233,1820,85,2026-08-13T12:38:19Z,3,TypeScript,2674,1973,0.7378459237097981
AntonOsika/gpt-engineer,55140,2023-04-29T12:52:15Z,1204,351,21,2025-05-14T10:15:10Z,459,Python,503,471,0.9363817097415507
twentyhq/twenty,54984,2022-12-01T13:04:40Z,1353,13956,102,2026-08-15T16:35:51Z,1,TypeScript,6819,6715,0.984748496847045
romkatv/powerlevel10k,54918,2019-02-24T19:09:45Z,2729,170,33,2026-08-15T09:23:06Z,1,Shell,2620,2492,0.9511450381679389
ngosang/trackerslist,54881,2016-04-24T11:57:57Z,3765,1,0,2026-08-15T22:09:40Z,1,Não informado,539,528,0.9795918367346939
PowerShell/PowerShell,54878,2016-01-13T23:41:35Z,3867,8460,214,2026-08-15T03:12:08Z,1,C#,13554,12268,0.905120259701933
TryGhost/Ghost,54782,2013-05-04T11:09:13Z,4851,18313,998,2026-08-16T04:31:32Z,0,JavaScript,7324,7293,0.9957673402512288
jingyaogong/minimind,54732,2024-07-27T04:34:12Z,750,12,2,2026-08-06T14:08:38Z,10,Python,634,608,0.9589905362776026
facebookresearch/segment-anything,54685,2023-03-23T17:03:03Z,1241,16,0,2024-09-18T17:46:55Z,697,Jupyter Notebook,718,182,0.25348189415041783
WerWolv/ImHex,54476,2020-11-10T14:27:00Z,2104,779,82,2026-08-16T00:22:11Z,0,C++,1639,1288,0.7858450274557657
wagoodman/dive,54457,2018-05-13T15:44:01Z,3016,164,28,2025-12-15T17:20:36Z,244,Go,375,206,0.5493333333333333
lencx/ChatGPT,54446,2022-12-07T09:43:02Z,1347,123,34,2024-08-29T17:58:11Z,717,Rust,1279,372,0.290852228303362
maybe-finance/maybe,54329,2024-01-01T22:23:46Z,957,1073,28,2025-07-24T22:20:44Z,388,Ruby,0,0,
psf/requests,54244,2011-02-13T18:38:17Z,5662,1696,19,2026-08-11T16:14:28Z,5,Python,4172,4025,0.964765100671141
vuejs/core,54187,2018-06-12T13:49:36Z,2986,4062,292,2026-08-16T01:47:06Z,0,TypeScript,6082,5525,0.9084182834593884
ElemeFE/element,54059,2016-09-03T06:19:26Z,3633,3228,145,2024-08-20T07:40:13Z,726,Vue,17891,15246,0.8521603040634956
google/material-design-icons,53768,2014-10-08T18:01:28Z,4329,50,16,2026-08-14T03:02:13Z,2,Não informado,1594,1186,0.7440401505646174
mozilla/pdf.js,53736,2011-04-26T06:32:03Z,5590,9210,88,2026-08-15T15:49:27Z,1,JavaScript,10564,10195,0.9650700492237789
odoo/odoo,53734,2014-05-13T15:38:58Z,4477,6183,0,2026-08-16T04:46:27Z,0,Python,19113,15355,0.8033798984984042
necolas/normalize.css,53534,2011-05-04T10:20:25Z,5582,56,0,2024-06-12T20:36:06Z,795,CSS,518,471,0.9092664092664092
JetBrains/kotlin,53370,2012-02-13T17:29:58Z,5297,3519,300,2026-08-16T01:07:10Z,0,Kotlin,0,0,
freqtrade/freqtrade,53318,2017-05-17T23:48:53Z,3377,6682,116,2026-08-15T15:27:43Z,1,Python,5653,5628,0.9955775694321599
chinese-poetry/chinese-poetry,53136,2016-09-02T03:32:25Z,3635,138,1,2026-06-17T01:56:08Z,60,JavaScript,217,92,0.423963133640553
vsouza/awesome-ios,53074,2014-07-10T16:03:45Z,4419,2256,0,2026-06-24T14:58:10Z,53,Swift,497,494,0.993963782696177
ggml-org/whisper.cpp,52923,2022-09-25T18:26:37Z,1420,1022,38,2026-08-14T19:16:10Z,2,C++,1963,895,0.45593479368313805
dockur/windows,52876,2024-01-14T13:09:40Z,944,899,126,2026-08-16T05:28:51Z,0,Shell,1030,1014,0.9844660194174757
sickcodes/Docker-OSX,52860,2020-06-04T11:01:37Z,2263,109,0,2025-11-11T05:23:57Z,278,Shell,686,289,0.42128279883381925
aaif-goose/goose,52848,2024-08-23T19:03:36Z,722,5853,146,2026-08-14T23:11:25Z,2,Rust,2752,2603,0.9458575581395349
usestrix/strix,52798,2025-08-05T21:28:30Z,375,357,26,2026-08-14T20:43:08Z,2,Python,304,185,0.6085526315789473
lyswhut/lx-music-desktop,52762,2019-08-14T14:31:08Z,2558,101,113,2026-08-04T16:14:05Z,12,TypeScript,2524,1307,0.5178288431061807
microsoft/VibeVoice,52717,2025-08-25T13:24:01Z,355,41,0,2026-07-24T09:24:29Z,23,Python,242,118,0.48760330578512395
ionic-team/ionic-framework,52620,2013-08-20T23:06:02Z,4743,6782,948,2026-08-15T21:47:00Z,1,TypeScript,22190,21602,0.9735015772870662
jesseduffield/lazydocker,52495,2019-05-18T08:53:50Z,2646,195,47,2026-04-19T02:51:06Z,119,Go,413,216,0.5230024213075061
agalwood/Motrix,52472,2018-12-18T11:45:05Z,2797,215,22,2026-08-16T03:52:38Z,0,TypeScript,1368,604,0.4415204678362573
hesreallyhim/awesome-claude-code,52393,2025-04-19T20:55:59Z,483,221,0,2026-08-16T03:20:08Z,0,Python,1991,1131,0.5680562531391261
lllyasviel/Fooocus,52282,2023-08-09T18:43:40Z,1102,448,21,2025-12-01T19:17:07Z,258,Python,1668,1421,0.8519184652278178
prettier/prettier,52205,2016-11-29T17:13:37Z,3546,10218,144,2026-08-15T10:56:25Z,1,JavaScript,7324,6155,0.840387766247952
xai-org/grok-1,52139,2024-03-17T08:53:38Z,881,5,0,2024-08-30T04:17:25Z,716,Python,0,0,
etcd-io/etcd,52129,2013-07-06T21:57:21Z,4788,10614,292,2026-08-15T20:50:28Z,1,Go,7243,7130,0.9843987298080906
VoltAgent/awesome-openclaw-skills,51979,2026-01-25T09:22:32Z,202,148,0,2026-08-13T09:16:42Z,3,Não informado,84,84,1.0
bmad-code-org/BMAD-METHOD,51946,2025-04-13T14:54:25Z,489,833,39,2026-08-16T03:32:12Z,0,JavaScript,1075,975,0.9069767441860465
google/guava,51884,2014-05-29T16:23:17Z,4461,1436,58,2026-08-15T16:49:00Z,1,Java,3667,3050,0.8317425688573766
dkhamsing/open-source-ios-apps,51691,2015-01-26T23:32:34Z,4219,1709,37,2026-08-15T13:23:32Z,1,Não informado,357,357,1.0
run-llama/llama_index,51666,2022-11-02T04:24:54Z,1383,7941,432,2026-08-14T16:10:23Z,2,Python,7246,7071,0.975848744134695
Avik-Jain/100-Days-Of-ML-Code,51646,2018-07-05T09:11:43Z,2963,6,0,2023-12-29T07:57:53Z,961,Não informado,0,0,
jekyll/jekyll,51638,2008-10-20T06:29:03Z,6508,3205,112,2026-08-03T17:55:37Z,13,Ruby,4939,4809,0.9736788823648512
expo/expo,51625,2016-08-15T17:14:25Z,3652,23771,0,2026-08-16T03:35:19Z,0,TypeScript,19247,18963,0.9852444536810931
anthropics/claude-cookbooks,51555,2023-08-15T20:23:51Z,1096,198,0,2026-08-14T20:50:15Z,2,Jupyter Notebook,213,138,0.647887323943662
dbeaver/dbeaver,51442,2015-10-21T08:26:28Z,3951,7337,253,2026-08-15T18:16:05Z,1,Java,20496,17270,0.8426034348165495
charlax/professional-programming,51402,2015-11-07T05:07:52Z,3935,44,0,2026-07-15T15:55:09Z,32,Python,33,32,0.9696969696969697
DefinitelyTyped/DefinitelyTyped,51372,2012-10-05T16:39:45Z,5062,53477,1,2026-08-15T15:02:18Z,1,TypeScript,8118,7559,0.931140675043114
poteto/hiring-without-whiteboards,51366,2017-03-15T05:09:01Z,3441,1335,0,2026-06-06T02:10:59Z,71,JavaScript,0,0,
ethereum/go-ethereum,51285,2013-12-26T13:05:46Z,4615,9274,232,2026-08-13T23:17:01Z,3,Go,8712,8520,0.977961432506887
justjavac/wechat-miniapp-radar,51185,2016-09-22T20:04:48Z,3614,313,0,2026-08-07T01:04:58Z,9,TypeScript,35,35,1.0
Semantic-Org/Semantic-UI,51026,2013-04-08T23:32:04Z,4877,356,154,2024-11-27T21:01:48Z,627,JavaScript,6233,5269,0.8453393229584469
cypress-io/cypress,50973,2015-03-04T00:46:28Z,4183,8843,401,2026-08-16T01:39:51Z,0,TypeScript,15557,14544,0.9348846178569132
CherryHQ/cherry-studio,50527,2024-05-24T01:56:26Z,814,4803,275,2026-08-16T04:46:39Z,0,TypeScript,11052,10178,0.920919290626131
jamiepine/voicebox,50508,2026-01-25T12:27:03Z,202,147,25,2026-08-09T00:03:42Z,7,TypeScript,681,191,0.28046989720998533
nlohmann/json,50374,2013-07-04T08:47:49Z,4790,1155,45,2026-08-13T15:48:13Z,3,C++,2408,2373,0.9854651162790697
bannedbook/fanqiang,50309,2015-01-14T00:34:25Z,4232,3,3,2026-08-12T11:06:00Z,4,Kotlin,835,502,0.6011976047904192
mastodon/mastodon,50211,2016-02-22T15:01:25Z,3827,20614,360,2026-08-16T04:29:21Z,0,Ruby,13094,8777,0.6703070108446617
TanStack/query,50144,2019-09-10T19:23:58Z,2531,3774,1000,2026-08-16T05:13:22Z,0,TypeScript,2346,2259,0.9629156010230179
skylot/jadx,50083,2013-03-18T17:08:21Z,4898,652,35,2026-08-05T19:19:01Z,11,Java,2118,1690,0.7979225684608121
jgthms/bulma,50055,2016-01-23T23:48:34Z,3857,646,22,2026-03-01T20:13:02Z,168,CSS,2752,2403,0.8731831395348837
AlistGo/alist,50045,2020-12-23T17:40:29Z,2061,974,149,2026-08-05T08:04:29Z,11,Go,4494,3972,0.8838451268357811
serhii-londar/open-source-mac-os-apps,50045,2017-11-03T02:35:33Z,3208,615,0,2026-04-15T22:47:24Z,123,Não informado,234,211,0.9017094017094017
chenglou/pretext,49903,2026-03-07T21:06:28Z,161,7,0,2026-06-23T05:01:09Z,54,TypeScript,96,50,0.5208333333333334
huginn/huginn,49797,2013-03-10T06:00:31Z,4906,1179,1,2026-08-15T05:06:36Z,1,Ruby,2193,1580,0.7204742362061104
NARKOZ/hacker-scripts,49797,2015-11-21T19:05:09Z,3920,63,0,2023-10-23T21:01:40Z,1028,JavaScript,106,68,0.6415094339622641
tldraw/tldraw,49793,2021-05-09T11:48:37Z,1924,5451,133,2026-08-15T21:42:23Z,1,TypeScript,2657,2292,0.8626270229582236
jakevdp/PythonDataScienceHandbook,49613,2016-08-10T14:24:36Z,3657,28,0,2024-06-26T19:17:33Z,781,Jupyter Notebook,210,84,0.4
pandas-dev/pandas,49501,2010-08-24T01:37:33Z,5836,29387,122,2026-08-16T04:22:20Z,0,Python,28477,25848,0.9076798820100432
kelseyhightower/kubernetes-the-hard-way,49467,2016-07-07T14:15:27Z,3691,73,0,2025-04-10T06:11:47Z,493,Não informado,440,416,0.9454545454545454
hashicorp/terraform,49466,2014-03-13T22:25:48Z,4538,13634,435,2026-08-14T23:05:12Z,2,Go,21746,19988,0.9191575462153959
roboflow/supervision,49433,2022-11-28T14:08:44Z,1356,1377,40,2026-08-14T06:43:14Z,2,Python,543,503,0.9263351749539595
Lordog/dive-into-llms,49368,2024-04-08T13:11:40Z,859,11,1,2025-10-10T06:25:48Z,310,Jupyter Notebook,26,17,0.6538461538461539
ClickHouse/ClickHouse,49267,2016-06-02T08:28:18Z,3726,68863,822,2026-08-16T05:28:57Z,0,C++,30309,25328,0.8356593751031047
ChromeDevTools/chrome-devtools-mcp,49232,2025-09-11T10:39:55Z,338,1129,58,2026-08-16T00:05:52Z,0,TypeScript,504,429,0.8511904761904762
astral-sh/ruff,49218,2022-08-09T17:17:44Z,1467,15962,423,2026-08-16T04:32:13Z,0,Rust,8237,6551,0.7953138278499454
x64dbg/x64dbg,49170,2015-04-11T20:48:23Z,4144,825,6,2026-08-15T11:35:51Z,1,C++,2720,2149,0.7900735294117647
Homebrew/brew,49167,2016-03-06T05:08:38Z,3815,15209,508,2026-08-16T03:32:34Z,0,Ruby,5270,5270,1.0
GokuMohandas/Made-With-ML,49091,2018-11-05T03:44:27Z,2841,147,1,2026-03-04T23:44:21Z,165,Jupyter Notebook,77,59,0.7662337662337663
JuliaLang/julia,49008,2011-04-21T07:01:50Z,5595,27753,202,2026-08-15T23:59:25Z,1,Julia,26122,22498,0.8612663655156573
apple/container,48984,2025-05-30T21:26:05Z,442,730,20,2026-08-14T03:03:12Z,2,Swift,862,570,0.6612529002320185
bigskysoftware/htmx,48968,2020-04-13T16:17:51Z,2315,1190,32,2026-08-15T17:11:51Z,1,JavaScript,1738,1123,0.64614499424626
chen08209/FlClash,48795,2023-08-15T07:47:22Z,1096,2,105,2026-08-15T11:41:56Z,1,Dart,2008,1507,0.7504980079681275
metabase/metabase,48776,2015-02-02T19:25:47Z,4212,45892,816,2026-08-16T05:11:27Z,0,Clojure,25680,21948,0.8546728971962617
akullpp/awesome-java,48749,2014-07-09T10:12:43Z,4420,800,0,2026-08-10T00:17:55Z,6,Não informado,145,145,1.0
diegosouzapw/OmniRoute,48677,2026-02-13T12:38:31Z,183,5371,278,2026-08-16T05:20:59Z,0,TypeScript,3477,3199,0.9200460166810469
algorithm-visualizer/algorithm-visualizer,48667,2016-05-15T00:27:45Z,3745,183,0,2024-06-09T06:54:22Z,798,JavaScript,126,77,0.6111111111111112
iamkun/dayjs,48666,2018-04-10T09:26:44Z,3049,726,127,2026-08-15T12:50:28Z,1,JavaScript,1847,879,0.47590687601515974
tmux/tmux,48647,2015-06-03T23:32:55Z,4091,36,43,2026-08-15T17:57:56Z,1,C,4139,4112,0.9934766851896594
DovAmir/awesome-design-patterns,48583,2018-06-04T17:47:48Z,2994,30,0,2024-10-25T19:57:00Z,660,Não informado,17,6,0.35294117647058826
mudler/LocalAI,48499,2023-03-18T22:58:02Z,1246,6676,135,2026-08-16T05:07:25Z,0,Go,1597,1509,0.9448966812773951
nilbuild/design-patterns-for-humans,48447,2017-02-16T21:24:39Z,3467,50,0,2024-12-02T04:54:48Z,622,Não informado,52,47,0.9038461538461539
type-challenges/type-challenges,48428,2020-07-23T14:33:11Z,2214,600,0,2026-05-16T14:20:30Z,92,TypeScript,37280,4088,0.10965665236051503
KRTirtho/spotube,48388,2021-02-14T03:17:58Z,2009,261,44,2026-08-15T16:02:00Z,1,Dart,2116,1309,0.6186200378071833
upscayl/upscayl,48305,2022-07-30T17:19:20Z,1477,106,29,2026-08-04T19:20:17Z,12,TypeScript,1078,1023,0.9489795918367347
Aider-AI/aider,48252,2023-05-09T18:57:49Z,1194,288,93,2026-05-22T14:02:20Z,86,Python,4350,3013,0.6926436781609195
calesthio/OpenMontage,48238,2026-03-29T15:23:22Z,139,89,0,2026-08-14T00:23:49Z,2,Python,124,48,0.3870967741935484
ReactiveX/RxJava,48205,2013-01-08T20:11:48Z,4967,3586,267,2026-08-11T11:32:26Z,5,Java,3283,3273,0.9969540054827901
brillout/awesome-react-components,48198,2016-06-24T15:19:33Z,3704,343,0,2026-01-26T16:36:45Z,202,Não informado,61,45,0.7377049180327869
slidevjs/slidev,48098,2021-04-24T01:25:23Z,1940,900,429,2026-08-14T11:37:40Z,2,TypeScript,1378,1195,0.8671988388969522
pixijs/pixijs,48015,2013-01-21T22:40:50Z,4954,3878,308,2026-08-14T10:09:54Z,2,TypeScript,6131,5837,0.9520469743924319
moeru-ai/airi,47937,2024-12-01T16:33:36Z,622,1211,81,2026-08-16T01:34:39Z,0,TypeScript,535,448,0.8373831775700935
moment/moment,47918,2011-03-01T02:46:06Z,5647,745,1,2026-08-16T01:36:31Z,0,JavaScript,4165,3997,0.9596638655462185
karan/Projects,47875,2013-07-04T13:37:27Z,4790,19,0,2024-08-14T19:06:05Z,732,Não informado,98,39,0.3979591836734694
gogs/gogs,47737,2014-02-12T01:57:08Z,4568,1958,98,2026-08-06T12:32:28Z,10,Go,5209,4269,0.8195430984833941
minimaxir/big-list-of-naughty-strings,47706,2015-08-08T20:57:20Z,4025,89,0,2024-04-18T03:26:59Z,850,Python,101,32,0.31683168316831684
discourse/discourse,47659,2013-01-12T00:25:55Z,4964,37142,1,2026-08-15T04:59:53Z,1,Ruby,0,0,
bevyengine/bevy,47648,2020-01-18T21:13:55Z,2401,8598,58,2026-08-14T01:47:47Z,2,Rust,8625,5798,0.672231884057971
calcom/cal.diy,47647,2021-03-22T13:47:42Z,1972,13099,611,2026-08-08T17:13:42Z,8,TypeScript,9381,8268,0.8813559322033898
lukasz-madon/awesome-remote-job,47577,2015-01-02T00:31:34Z,4244,627,0,2026-05-08T22:48:54Z,100,Não informado,95,75,0.7894736842105263
prisma/prisma,47577,2019-06-20T13:33:47Z,2613,7021,251,2026-08-14T17:12:15Z,2,TypeScript,12017,9559,0.7954564367146543
oobabooga/textgen,47552,2022-12-21T04:17:37Z,1334,1273,113,2026-06-02T03:10:11Z,75,Python,4199,3397,0.8090021433674685
GitHubDaily/GitHubDaily,47488,2018-12-30T13:56:58Z,2785,3,0,2025-12-31T18:59:20Z,228,Não informado,961,196,0.20395421436004163
acmesh-official/acme.sh,47475,2015-12-26T12:56:33Z,3885,1627,48,2026-08-14T04:15:21Z,2,Shell,3701,3663,0.9897325047284518
HKUDS/CLI-Anything,47454,2026-03-08T13:52:57Z,160,178,3,2026-08-13T04:30:15Z,3,Python,129,77,0.5968992248062015
microsoft/qlib,47453,2020-08-14T06:46:00Z,2192,756,23,2026-07-23T08:15:29Z,24,Python,1070,769,0.7186915887850467
jeecgboot/JeecgBoot,47405,2018-11-26T10:40:00Z,2819,133,64,2026-08-14T06:09:59Z,2,Java,8484,8472,0.9985855728429985
dypsilon/frontend-dev-bookmarks,47391,2013-06-22T13:23:55Z,4802,129,1,2024-05-21T10:56:58Z,817,Não informado,117,82,0.7008547008547008
router-for-me/CLIProxyAPI,47388,2025-07-01T19:43:27Z,410,684,814,2026-08-15T21:36:49Z,1,Go,2528,2480,0.9810126582278481
coreybutler/nvm-windows,47358,2014-09-20T16:37:28Z,4347,107,23,2026-04-17T17:58:18Z,121,Go,969,910,0.9391124871001032
slab/quill,47298,2012-07-30T23:23:18Z,5129,382,95,2025-07-25T06:09:23Z,387,TypeScript,3847,3269,0.8497530543280478
hugohe3/ppt-master,47106,2025-12-10T06:54:33Z,248,31,21,2026-08-16T04:50:14Z,0,Python,123,115,0.9349593495934959
typescript-cheatsheets/react,47103,2018-06-02T04:08:16Z,2997,387,0,2026-05-29T19:52:44Z,79,TypeScript,225,225,1.0
lysine-dev/okhttp,47048,2012-07-23T13:42:55Z,5136,4153,0,2026-08-15T18:37:54Z,1,Kotlin,4300,4212,0.9795348837209302
HKUDS/nanobot,47047,2026-02-01T07:16:15Z,195,1501,19,2026-08-16T03:50:57Z,0,Python,1443,1246,0.8634788634788635
gedoor/legado,46986,2019-05-22T04:18:58Z,2643,0,0,2026-05-27T08:41:54Z,81,Kotlin,0,0,
elder-plinius/CL4R1T4S,46951,2025-03-04T20:03:16Z,529,0,0,2026-08-15T02:33:56Z,1,Não informado,78,8,0.10256410256410256
v2ray/v2ray-core,46944,2015-09-04T11:42:53Z,3998,203,247,2026-07-13T03:22:29Z,34,Go,2600,2597,0.9988461538461538
serverless/serverless,46921,2015-04-21T03:48:40Z,4135,5142,494,2026-08-12T15:28:21Z,4,JavaScript,6633,5525,0.8329564299713553
exo-explore/exo,46851,2024-06-24T18:36:22Z,782,770,16,2026-06-23T18:59:18Z,54,Python,928,740,0.7974137931034483
KeygraphHQ/shannon,46844,2025-09-27T01:51:47Z,323,124,16,2026-08-14T00:15:15Z,2,TypeScript,139,124,0.8920863309352518
rohitg00/ai-engineering-from-scratch,46841,2026-03-18T18:38:02Z,150,185,2,2026-08-10T07:05:52Z,6,Python,72,40,0.5555555555555556
Asabeneh/30-Days-Of-JavaScript,46704,2019-12-23T14:07:40Z,2427,100,0,2025-12-06T11:12:48Z,253,JavaScript,180,62,0.34444444444444444
hiroi-sora/Umi-OCR,46619,2022-03-28T04:01:46Z,1602,58,31,2025-11-20T14:58:13Z,269,Python,871,519,0.5958668197474167
microsoft/monaco-editor,46556,2016-06-07T16:56:31Z,3721,668,189,2026-08-15T21:01:59Z,1,JavaScript,4015,3243,0.8077210460772105
zhayujie/CowAgent,46520,2022-08-07T08:33:41Z,1469,404,80,2026-08-15T12:26:50Z,1,Python,2189,2167,0.9899497487437185
apache/airflow,46505,2015-04-13T18:04:58Z,4142,39596,126,2026-08-15T18:31:15Z,1,Python,15014,13913,0.9266684427867324
SimplifyJobs/Summer2027-Internships,46427,2020-05-23T20:53:18Z,2275,1675,0,2026-08-16T05:30:43Z,0,Python,7657,7562,0.9875930521091811
usebruno/bruno,46362,2022-09-27T20:51:45Z,1418,2647,171,2026-08-14T16:28:56Z,2,JavaScript,4366,3079,0.7052221713238662
LeCoupa/awesome-cheatsheets,46358,2017-11-09T02:47:15Z,3202,175,0,2026-04-12T17:26:10Z,126,JavaScript,102,61,0.5980392156862745
kepano/obsidian-skills,46329,2026-01-02T21:45:11Z,225,16,0,2026-06-08T16:12:01Z,69,Não informado,46,20,0.43478260869565216
9001/copyparty,46222,2019-05-26T15:28:33Z,2638,211,345,2026-08-15T21:40:18Z,1,Python,1000,783,0.783
stablyai/orca,46205,2026-03-17T03:28:57Z,152,7622,930,2026-08-16T05:14:38Z,0,TypeScript,3715,1864,0.501749663526245
multica-ai/multica,46132,2026-01-13T17:59:46Z,214,3069,138,2026-08-16T04:55:39Z,0,Go,2129,1323,0.6214185063410052
docker/awesome-compose,46102,2020-02-13T08:51:42Z,2375,153,0,2026-08-15T19:45:19Z,1,HTML,152,47,0.3092105263157895
ziishaned/learn-regex,46083,2017-07-22T12:21:03Z,3311,132,0,2025-08-25T23:17:54Z,356,Não informado,87,36,0.41379310344827586
RocketChat/Rocket.Chat,45989,2015-05-19T07:36:09Z,4106,16861,1000,2026-08-15T00:08:49Z,1,TypeScript,17101,14615,0.8546283843050114
iina/iina,45968,2016-12-19T07:18:45Z,3526,1007,51,2026-08-16T04:35:40Z,0,Swift,4490,2664,0.5933184855233853
coqui-ai/TTS,45907,2020-05-20T15:45:28Z,2278,467,98,2024-08-16T12:07:14Z,730,Python,1241,1238,0.9975825946817083
jgm/pandoc,45879,2010-03-20T20:34:23Z,5992,1800,158,2026-08-14T16:07:24Z,2,Haskell,8331,7357,0.8830872644340415
cli/cli,45837,2019-10-03T15:24:53Z,2508,3140,200,2026-08-14T14:40:42Z,2,Go,6307,5300,0.8403361344537815
helix-editor/helix,45834,2020-06-01T04:26:56Z,2267,4875,30,2026-08-11T23:23:12Z,5,Rust,5938,4852,0.8171101380936342
siyuan-note/siyuan,45826,2020-08-30T09:21:35Z,2176,947,940,2026-08-16T04:57:53Z,0,TypeScript,17496,17427,0.9960562414266118
android/architecture-samples,45788,2016-02-05T13:42:07Z,3844,233,0,2026-08-12T23:40:24Z,4,Kotlin,497,350,0.704225352112676
DIYgod/RSSHub,45751,2018-04-02T14:43:21Z,3057,13155,0,2026-08-16T01:29:12Z,0,TypeScript,6411,6098,0.9511776633910466
zhongyang219/TrafficMonitor,45735,2017-07-30T02:51:17Z,3304,79,27,2026-07-22T03:19:43Z,25,C++,2068,741,0.3583172147001934
google/zx,45670,2021-05-05T05:50:01Z,1928,617,100,2026-08-14T07:30:27Z,2,JavaScript,521,501,0.9616122840690979
milvus-io/milvus,45648,2019-09-16T06:43:43Z,2525,26886,170,2026-08-16T00:34:11Z,0,Go,16608,15677,0.9439426782273603
Alishahryar1/free-claude-code,45570,2026-01-28T19:02:30Z,199,302,0,2026-08-16T03:09:48Z,0,Python,713,473,0.6633941093969145
DavidHDev/react-bits,45567,2024-08-06T06:54:54Z,739,214,0,2026-08-15T05:27:08Z,1,JavaScript,526,524,0.9961977186311787
karanpratapsingh/system-design,45567,2022-08-15T18:59:54Z,1461,14,0,2026-07-08T00:36:51Z,39,Não informado,24,21,0.875
streamlit/streamlit,45554,2019-08-24T00:14:52Z,2549,8306,125,2026-08-16T04:44:00Z,0,Python,6036,5054,0.8373094764744864
ColorlibHQ/AdminLTE,45554,2013-12-25T02:52:40Z,4617,1583,87,2026-08-10T13:18:13Z,6,Astro,2924,2923,0.9996580027359782
Leaflet/Leaflet,45482,2010-09-22T16:57:44Z,5806,3327,34,2026-08-10T23:11:21Z,6,JavaScript,5363,4963,0.9254148797314936
jestjs/jest,45469,2013-12-10T00:18:04Z,4632,5934,217,2026-08-15T09:46:07Z,1,TypeScript,8213,8074,0.9830756118348959
abhigyanpatwari/GitNexus,45422,2025-08-02T23:20:31Z,378,1246,0,2026-08-15T11:12:58Z,1,TypeScript,1154,894,0.7746967071057193
grpc/grpc,45283,2014-12-08T18:58:53Z,4268,20855,375,2026-08-15T11:44:15Z,1,C++,12016,11350,0.9445739014647138
isocpp/CppCoreGuidelines,45245,2015-08-19T20:22:52Z,4014,830,4,2026-08-06T15:54:13Z,10,CSS,1236,1000,0.8090614886731392
QuantumNous/new-api,45243,2023-11-10T19:33:36Z,1009,1279,511,2026-08-15T13:33:24Z,1,Go,3310,2603,0.786404833836858
